"CO","tin_oxide","hydrocarbons","benzene","titania","NOx","tungsten_oxide","NO2_avg","tungsten_oxide2","indium_oxide","temp_C","rel_hum","abs_hum"
2.31363636363636,1265.30681818182,112.5,8.57941413567322,879.806818181818,150,1233.18181818182,102.863636363636,1550.60227272727,922.465909090909,9.80340906164859,64.4090906489979,0.778194323387285
2.9,1309.20238095238,169.761904761905,12.6712535205151,1036.40476190476,181,1052.42857142857,120.285714285714,1651.16666666667,1120.83333333333,11.8440476599194,49.6285713740758,0.667025337466965
2.74090909090909,1346.11742424242,147.272727272727,11.3890968884824,1010.18181818182,187.863636363636,978.412878787879,120.5,1613.79166666667,1268.71590909091,13.3632575977933,49.9155304431915,0.733725749608634
2.47272727272727,1372.21590909091,119.045454545455,9.82841645021027,950.534090909091,150.090909090909,998.897727272727,111.681818181818,1608.22727272727,1240.52272727273,16.3931817791679,47.6238636320287,0.848382328229289
3.61363636363636,1486.02272727273,254.136363636364,17.1696784901742,1176.71590909091,221.909090909091,818.875,120.909090909091,1925.88636363636,1477.44318181818,17.8159090822393,49.0397728356447,0.945385415951946
2.86363636363636,1376.39393939394,206.227272727273,14.5054961795096,1102.24242424242,187.181818181818,902.19696969697,120.863636363636,1759.0606060606,1366.99621212121,19.1416666724465,43.072727318966,0.863450810743909
3.18181818181818,1404.04545454545,224.363636363636,16.4203723571148,1144.22727272727,206.590909090909,892.852272727273,122.681818181818,1779.51136363636,1456.55681818182,19.3113636862147,39.6443182229995,0.800308297344804
2.07272727272727,1144.6553030303,180,9.69453860840736,932.556818181818,131.227272727273,1024.61742424242,100,1582.57575757576,934.818181818182,12.2643939979149,59.2909088857245,0.834103827593651
2.17142857142857,1175.07142857143,204.952380952381,9.37542323177073,922.738095238095,134.428571428571,999.559523809524,98.2380952380952,1568.83333333333,940.535714285714,11.8059523673285,58.5809519177392,0.795164252058364
1.95652173913043,1091.90217391304,206.739130434783,8.39494768168186,873.576086956522,115.608695652174,1105.02173913043,89.304347826087,1506.27173913043,816.902173913043,11.7239130320757,58.3902174493541,0.780903676768192
1.93478260869565,1094.15942028986,180.173913043478,8.72376563791597,906.782608695652,121.086956521739,1013.97463768116,92.4347826086957,1467.98188405797,905.152173913043,11.8195652218833,50.5492751840232,0.673492066260847
1.87727272727273,1103.22727272727,153.818181818182,8.12014582750611,888.863636363636,114.136363636364,1031.89772727273,94.4090909090909,1437.79545454545,907.431818181818,13.0374999750744,44.9465907487001,0.638696346873074
1.53478260869565,1055.59782608696,105.347826086957,5.44981238140616,777.760869565217,86.9565217391304,1129.71739130435,79.1304347826087,1341.34782608696,771.032608695652,13.6923913489218,44.8141304099042,0.661116637934177
1.5,996.115942028986,139.217391304348,5.74900468032014,772.460144927536,94,1178.26449275362,84.5652173913043,1283.1847826087,640.971014492754,13.5351449493048,37.2126812451127,0.558930454489774
2.26363636363636,1210.88636363636,279.863636363636,10.2492884059766,947.193181818182,139.954545454545,979.784090909091,103.772727272727,1478.19318181818,1029.57954545455,15.8352272727271,34.1397727836263,0.60025211810288
1.98695652173913,1196.1231884058,201.347826086957,8.17554324062391,879.086956521739,121.565217391304,989.355072463768,96.4347826086957,1532.88043478261,926.742753623187,13.5521739669468,55.8568837815436,0.853070991305223
2.88636363636364,1320.64772727273,396.227272727273,14.1364659283598,1095.94318181818,158.954545454545,814.715909090909,121.545454545455,1740.14772727273,1235.79545454545,18.5306817726655,47.6465907747094,0.939680181517811
2.30869565217391,1212.31884057971,319.086956521739,11.3278135634689,986.699275362319,136.695652173913,873.14492753623,96.0434782608696,1676.47826086957,957.56884057971,17.0297101718792,47.6362317956011,0.904923172869801
1.69565217391304,1062.48913043478,166.304347826087,7.25356226221704,838.641304347826,100.782608695652,1061.40217391304,85.2608695652174,1483.86956521739,700.315217391304,14.2402174058168,55.244565092999,0.871325719267048
2.69047619047619,1185.71825396825,339.380952380952,12.9393761049944,1050.75396825397,160.952380952381,870.543650793651,108.238095238095,1626.89285714286,1117.03174603174,15.1210317895526,46.6646823277549,0.726659186163662
1.78695652173913,1056.91304347826,147,7.61457701562578,877.54347826087,117.217391304348,966.510869565217,90.6521739130435,1471.11956521739,874.510869565217,15.2597826045492,48.296739142874,0.775795392012535
1.21363636363636,944.772727272727,75.4090909090909,4.10613337598363,710.465909090909,65.7272727272727,1203.5606060606,68.6818181818182,1261.70075757576,624.318181818182,15.3628787904074,41.5431819106594,0.659991569693344
